S,0,1,2,3,4,5,6,7,8,9,10
5404,0,1,2,3,3,4,4,4,4,4,4
5405,0,1,1,3,4,4,4,4,4,3,3
5406,0,1,2,3,3,4,3,3,3,3,3
5407,0,1,1,2,2,1,1,1,1,1,2
5408,0,1,2,2,3,4,4,5,4,4,4
5409,0,1,1,3,4,4,5,5,4,4,5
5410,0,1,1,3,4,4,5,5,4,4,3
5411,0,1,1,1,1,1,2,2,2,2,2
5412,0,1,1,2,3,3,4,4,4,4,3
5413,0,1,2,3,3,3,4,3,3,2,2
5414,0,1,2,2,3,2,2,1,1,1,1
5415,0,1,1,1,1,2,4,4,4,4,3
5416,0,1,1,1,1,1,3,2,2,1,1
5417,0,1,0,1,2,3,3,3,3,3,3
5418,0,1,1,2,2,3,3,3,3,3,2
5419,0,1,1,2,2,3,4,4,4,4,3
5420,0,1,2,3,4,4,5,4,4,3,3
5421,0,1,2,2,3,3,3,3,3,2,2
5422,0,1,1,3,4,5,5,5,4,4,4
5423,0,1,1,1,2,2,2,2,3,2,3
5424,0,1,1,3,4,4,4,3,3,3,3
5425,0,1,1,2,3,3,3,3,2,2,1
5426,0,1,1,3,3,2,3,3,3,2,2
5427,0,1,1,1,2,3,3,3,4,3,2
5428,0,1,2,3,3,4,4,4,4,3,3
5429,0,1,2,3,4,4,4,4,3,4,3
5430,0,1,1,2,3,3,3,3,3,3,3
5431,0,1,2,2,2,2,2,2,2,3,2
5432,0,1,1,3,3,4,4,4,4,4,4
5433,0,1,1,1,2,3,3,3,3,2,2
5434,0,1,1,3,3,3,4,4,4,4,4
5435,0,1,1,2,3,3,3,3,3,3,1
5436,0,1,1,3,3,3,4,4,3,3,2
5437,0,1,1,2,2,3,3,3,3,3,3
5438,0,1,2,2,2,3,4,4,4,3,3
5439,0,1,1,2,3,3,4,4,4,3,2
5440,0,1,2,3,4,3,4,4,3,3,2
5441,0,1,1,2,3,3,4,4,3,4,4
5442,0,1,1,2,4,3,3,2,1,1,1
5443,0,1,1,2,3,3,4,4,4,4,4
5444,0,1,2,3,2,3,3,3,3,3,3
5445,0,1,1,3,3,4,4,4,3,3,3
5446,0,1,1,1,2,2,3,3,3,3,3
5447,0,1,1,2,2,4,4,4,3,3,4
5448,0,1,2,3,3,4,4,5,4,4,4
5449,0,1,1,2,1,2,3,3,3,3,3
5450,0,1,1,2,2,3,4,4,4,3,3
5451,0,1,0,1,1,2,3,2,3,1,1
5452,0,1,1,2,2,3,4,3,3,2,2
5453,0,1,0,1,2,3,3,3,3,3,3
5454,0,1,1,2,3,4,4,4,3,3,3
5455,0,1,2,4,3,4,4,4,4,4,4
5456,0,1,1,2,3,4,4,4,3,3,3
5457,0,1,2,4,4,4,5,5,4,3,4
5458,0,1,1,1,1,2,2,2,2,1,1
5459,0,1,2,3,3,2,3,2,2,2,2
5460,0,1,1,3,3,3,4,4,4,4,4
5461,0,1,1,3,3,4,4,4,3,3,3
5462,0,1,2,3,3,3,4,4,4,3,4
5463,0,1,2,3,3,4,4,3,3,3,4
5464,0,1,1,2,3,4,4,4,3,3,2
5465,0,1,2,3,4,4,4,4,4,3,2
5466,0,1,1,2,3,3,4,4,4,4,3
5467,0,1,1,1,2,3,4,4,3,2,2
5468,0,1,1,2,2,3,4,3,2,1,1
5469,0,1,1,2,3,3,3,3,3,3,2
5470,0,1,1,3,3,4,4,4,4,4,4
5471,0,1,1,3,4,4,5,5,5,4,4
5472,0,1,2,3,4,4,5,5,5,4,4
5473,0,1,1,1,2,3,4,3,3,4,3
5474,0,1,1,3,4,4,4,5,5,4,4
5475,0,1,1,2,3,3,4,4,4,4,3
5476,0,1,1,2,3,4,4,4,4,4,4
5477,0,1,2,2,2,3,3,2,3,2,3
5478,0,1,1,2,2,1,3,3,3,3,2
5479,0,1,3,3,3,3,3,3,2,1,0
5480,0,1,2,2,3,4,5,4,4,4,4
5481,0,1,2,2,2,3,3,3,3,3,3
5482,0,1,2,2,2,3,3,3,2,1,1
5483,0,1,2,3,4,4,4,4,4,4,4
5484,0,1,1,3,3,4,4,5,4,4,5
5485,0,1,1,3,4,4,4,4,4,4,4
5486,0,1,1,2,2,3,3,3,3,2,2
5487,0,1,1,2,3,3,4,3,3,3,3
5488,0,1,1,2,3,4,4,3,3,3,2
5489,0,1,1,1,2,2,3,3,3,3,2
5490,0,1,1,1,1,2,2,2,2,2,2
5491,0,1,1,1,1,2,3,3,2,2,1
5492,0,1,1,2,2,2,3,3,2,2,2
5493,0,1,1,2,2,2,3,4,4,3,3
5494,0,1,1,1,1,1,1,2,2,2,2
5495,0,1,1,2,3,3,4,3,3,3,3
5496,0,1,1,2,3,4,4,4,4,4,4
5497,0,1,2,2,3,3,4,3,4,3,3
5498,0,1,1,2,3,3,4,4,4,3,3
5499,0,1,1,3,3,3,4,4,4,4,4
5500,0,1,1,2,1,2,2,2,2,1,0
5501,0,1,2,2,3,4,4,4,3,3,3
5502,0,1,1,2,3,4,5,5,4,4,4
5503,0,1,1,2,2,3,3,3,3,2,2
5504,0,1,1,2,3,4,4,4,4,4,3
5505,0,1,1,2,2,3,4,3,3,3,3
5506,0,1,1,1,2,3,3,4,4,3,3
5507,0,1,1,1,2,3,3,3,3,2,2
5508,0,1,1,1,3,3,3,2,2,2,1
5509,0,1,1,3,3,2,2,3,2,1,1
5510,0,1,2,2,3,3,3,4,4,3,3
5511,0,1,1,2,3,4,4,3,3,3,2
5512,0,1,1,1,2,2,3,3,3,1,1
5513,0,1,1,2,3,4,4,4,4,4,3
5514,0,1,1,1,2,3,4,4,4,4,4
5515,0,1,1,3,4,4,4,4,4,3,3
5516,0,1,2,3,3,3,4,4,3,3,3
5517,0,1,1,2,3,3,3,3,3,3,4
5518,0,1,2,3,3,3,3,3,3,3,3
5519,0,1,2,2,3,3,4,3,3,2,2
5520,0,1,1,2,3,3,4,4,3,3,3
5521,0,1,1,3,3,4,5,5,5,5,5
5522,0,1,1,2,3,3,3,3,3,3,3
5523,0,1,2,3,3,4,4,4,4,3,2
5524,0,1,2,2,3,3,3,3,3,2,1
5525,0,1,1,2,3,4,4,4,4,3,3
5526,0,1,1,1,2,2,3,2,3,2,1
5527,0,1,1,2,3,3,3,4,3,2,2
5528,0,1,1,1,3,4,4,4,4,4,3
5529,0,1,1,1,2,2,3,3,3,2,1
5530,0,1,1,3,3,3,4,4,4,3,3
5531,0,1,1,1,2,3,3,3,3,3,3
5532,0,1,2,3,3,4,4,4,4,3,3
5533,0,1,1,1,1,2,2,3,2,2,1
5534,0,1,2,1,3,3,4,3,4,4,4
5535,0,1,1,2,3,4,4,4,4,3,3
5536,0,1,2,3,3,3,4,3,3,2,2
5537,0,1,2,2,2,2,3,3,3,3,2
5538,0,1,1,2,4,4,4,4,4,3,3
5539,0,1,1,3,3,3,3,4,4,3,3
5540,0,1,1,1,1,2,3,3,2,2,1
5541,0,1,1,3,4,4,4,4,4,4,3
5542,0,1,1,2,2,2,3,3,2,2,1
5543,0,1,1,1,2,2,2,2,2,3,3
5544,0,1,2,3,4,4,5,4,4,4,3
5545,0,1,1,1,1,2,2,2,2,1,1
5546,0,1,1,3,2,3,3,3,3,3,3
5547,0,1,1,1,3,4,4,4,3,3,3
5548,0,1,1,2,2,3,4,4,4,3,3
5549,0,1,3,4,4,5,5,5,5,5,4
5550,0,1,1,2,1,2,2,2,1,1,1
5551,0,1,1,2,2,3,4,3,3,2,2
5552,0,1,2,4,4,4,5,5,5,4,4
5553,0,1,1,2,3,4,4,4,4,4,4
5554,0,1,1,1,2,3,3,3,3,3,3
5555,0,1,1,1,1,2,1,1,1,0,0
5556,0,1,1,3,3,2,2,3,3,2,1
5557,0,1,2,2,2,2,4,3,3,3,3
5558,0,1,1,1,3,3,4,4,4,4,4
5559,0,1,1,1,2,3,4,4,4,4,3
5560,0,1,2,3,3,3,4,4,3,3,2
5561,0,1,1,3,3,4,5,4,4,4,4
5562,0,1,1,1,2,3,3,2,3,3,2
5563,0,1,2,2,3,3,4,4,4,3,3
5564,0,1,1,1,1,0,2,2,1,0,0
5565,0,1,1,1,2,2,3,3,3,2,1
5566,0,1,1,2,3,3,4,4,3,3,2
5567,0,1,2,2,3,3,4,4,4,4,4
5568,0,1,1,1,1,1,2,2,1,0,0
5569,0,1,1,2,3,3,4,4,4,4,4
5570,0,1,2,2,2,3,4,4,4,3,3
5571,0,1,2,3,3,4,4,4,3,3,3
5572,0,1,2,4,4,4,5,5,5,4,4
5573,0,1,1,3,3,2,3,4,3,3,4
5574,0,1,2,3,4,4,5,5,4,4,4
5575,0,1,1,3,4,4,5,5,5,5,4
5576,0,1,1,1,2,3,2,2,1,1,0
5577,0,1,1,3,3,3,4,4,3,3,2
5578,0,1,1,1,2,3,4,4,4,3,3
5579,0,1,1,3,3,4,4,4,4,4,4
5580,0,1,2,3,3,3,4,4,4,3,2
5581,0,1,1,1,2,3,3,3,4,3,3
5582,0,1,1,3,4,4,5,4,4,4,4
5583,0,1,0,1,2,3,3,3,3,2,3
5584,0,1,1,2,2,4,4,4,3,4,3
5585,0,1,1,1,1,3,3,4,3,2,1
5586,0,1,1,2,2,4,4,3,2,1,1
5587,0,1,2,3,3,4,4,4,4,4,4
5588,0,1,1,3,3,4,4,5,5,5,4
5589,0,1,2,3,3,4,5,4,4,4,4
5590,0,1,1,3,3,3,4,3,2,1,1
5591,0,1,2,3,3,3,3,3,3,2,2
5592,0,1,1,1,1,1,2,1,1,1,1
5593,0,1,1,2,3,4,4,4,3,3,2
5594,0,1,1,2,2,2,3,3,2,1,1
5595,0,1,1,2,2,3,4,4,3,3,3
5596,0,1,1,1,1,2,2,2,2,1,1
5597,0,1,1,3,4,4,4,4,4,3,3
5598,0,1,1,2,3,3,3,3,3,3,3
5599,0,1,1,2,2,3,4,4,3,3,3
5600,0,1,2,3,4,5,5,5,5,4,4
5601,0,1,1,2,2,3,3,1,1,1,0
5602,0,1,1,2,2,1,2,2,2,1,0
5603,0,1,1,1,0,0,2,1,1,1,1
5604,0,1,2,3,3,4,4,4,4,4,3
5605,0,1,1,1,3,3,4,4,3,3,3
5606,0,1,2,3,3,4,4,4,4,4,4
5607,0,1,1,2,2,3,4,4,3,3,3
5608,0,1,1,3,3,4,4,4,3,4,4
5609,0,1,2,4,4,4,5,4,4,4,4
5610,0,1,1,2,2,2,3,2,2,2,1
5611,0,1,1,3,4,5,5,5,5,4,4
5612,0,1,2,2,3,3,4,4,5,4,4
5613,0,1,1,2,3,4,4,3,4,2,2
5614,0,1,2,3,4,4,5,5,5,4,4
5615,0,1,2,3,4,3,4,4,3,3,3
5616,0,1,1,3,3,4,4,4,4,4,4
5617,0,1,2,2,3,4,4,4,3,3,3
5618,0,1,1,1,1,2,3,3,2,2,2
5619,0,1,1,1,2,3,4,3,3,2,2
5620,0,1,1,2,2,3,3,3,3,3,3
5621,0,1,1,3,4,4,5,4,4,4,4
5622,0,1,2,3,4,4,4,4,5,4,4
5623,0,1,2,3,4,4,4,3,3,2,1
5624,0,1,1,2,3,4,4,4,3,2,2
5625,0,1,1,2,2,3,3,2,1,2,1
5626,0,1,1,2,3,4,4,4,4,3,3
5627,0,1,1,1,2,3,4,3,3,2,1
5628,0,1,1,2,3,3,3,2,2,2,1
5629,0,1,1,2,2,3,3,4,3,3,2
5630,0,1,1,1,2,3,4,5,5,4,4
5631,0,1,1,2,2,3,3,3,3,2,2
5632,0,1,1,2,2,2,3,2,2,2,2
5633,0,1,1,3,4,4,4,4,4,4,4
5634,0,1,1,1,2,2,3,2,1,1,1
5635,0,1,2,2,4,4,4,4,4,3,3
5636,0,1,2,3,4,4,4,4,4,4,4
5637,0,1,1,2,3,4,4,4,4,4,3
5638,0,1,1,2,3,3,4,4,3,3,2
5639,0,1,1,3,3,3,4,3,3,2,3
5640,0,1,1,2,3,3,4,3,3,3,3
5641,0,1,2,3,4,5,5,5,4,4,4
5642,0,1,1,3,4,4,5,4,4,4,3
5643,0,1,1,2,4,4,4,4,4,4,4
5644,0,1,2,3,3,2,3,3,3,3,3
5645,0,1,1,1,2,2,2,2,2,3,2
5646,0,1,1,3,4,4,5,5,4,4,4
5647,0,1,1,2,3,3,3,3,3,2,1
5648,0,1,1,2,2,3,3,3,3,3,2
5649,0,1,2,3,4,4,4,4,4,3,2
5650,0,1,1,3,4,4,5,5,5,5,5
5651,0,1,1,3,4,4,5,4,4,4,3
5652,0,1,1,3,4,4,4,4,4,4,4
5653,0,1,2,3,4,5,5,5,5,4,3
5654,0,1,1,2,3,3,3,3,3,2,2
5655,0,1,1,2,3,3,3,3,3,3,3
5656,0,1,2,3,4,4,5,4,4,4,4
5657,0,1,1,2,3,3,4,3,4,3,3
5658,0,1,1,2,3,2,3,3,3,2,2
5659,0,1,1,2,3,4,4,4,3,2,2
5660,0,1,1,3,4,4,4,4,4,3,2
5661,0,1,1,2,2,3,3,3,3,3,3
5662,0,1,1,1,1,1,0,0,0,0,0
5663,0,1,1,2,3,4,4,4,3,3,2
5664,0,1,2,3,3,4,4,5,5,4,4
5665,0,1,1,2,3,3,3,4,3,3,3
5666,0,1,1,1,1,1,2,2,3,3,3
5667,0,1,1,3,2,4,4,4,4,4,4
5668,0,1,1,1,1,2,2,2,1,1,2
5669,0,1,1,3,2,2,3,3,3,2,2
5670,0,1,2,3,3,3,3,3,2,3,3
5671,0,1,1,3,3,4,4,4,3,2,3
5672,0,1,1,2,3,3,4,4,3,2,2
5673,0,1,2,3,3,4,3,3,4,3,2
5674,0,1,1,3,4,4,4,4,4,3,3
5675,0,1,1,3,3,3,4,3,4,3,3
5676,0,1,1,2,3,3,4,3,3,3,3
5677,0,1,1,1,1,2,2,2,2,2,1
5678,0,1,1,3,4,4,5,4,4,4,4
5679,0,1,1,2,3,3,3,3,3,3,1
5680,0,1,1,2,2,2,3,4,3,2,3
5681,0,1,1,2,3,3,4,3,3,3,3
5682,0,1,1,2,3,3,4,4,4,3,3
5683,0,1,1,1,2,3,4,4,3,2,1
5684,0,1,1,2,3,4,4,4,4,4,4
5685,0,1,1,2,2,3,3,3,3,3,3
5686,0,1,2,3,3,4,4,4,4,4,3
5687,0,1,1,2,4,4,4,4,4,4,3
5688,0,1,1,2,3,3,3,3,3,2,2
5689,0,1,1,3,4,4,4,3,3,2,2
5690,0,1,2,4,4,5,5,4,5,4,4
5691,0,1,1,3,3,4,4,4,3,2,2
5692,0,1,1,3,4,4,4,4,4,3,3
5693,0,1,1,3,3,4,4,4,3,2,1
5694,0,1,1,3,4,4,4,3,3,3,3
5695,0,1,1,1,2,2,3,2,2,2,2
5696,0,1,1,3,3,3,4,4,4,4,4
5697,0,1,1,2,3,3,3,3,3,3,3
5698,0,1,2,3,2,3,4,4,4,4,4
5699,0,1,2,2,2,2,3,3,3,3,2
5700,0,1,2,3,3,3,4,4,4,3,3
5701,0,1,3,3,4,5,5,5,5,5,5
5702,0,1,1,2,2,2,3,2,2,2,1
5703,0,1,1,2,3,3,3,4,3,3,3
5704,0,1,1,1,2,3,4,3,3,2,2
5705,0,1,1,3,3,3,4,4,4,3,3
5706,0,1,1,1,1,3,2,3,3,2,1
5707,0,1,1,1,1,2,2,3,2,3,2
5708,0,1,1,2,2,2,3,1,1,0,0
5709,0,1,1,2,3,3,3,4,4,4,4
5710,0,1,1,3,3,3,4,4,4,4,4
5711,0,1,1,2,3,4,4,4,4,4,4
5712,0,1,1,3,3,4,4,4,4,3,3
5713,0,1,2,3,4,4,4,4,4,4,3
5714,0,1,1,1,3,2,3,3,2,2,2
5715,0,1,2,3,4,4,4,4,4,4,4
5716,0,1,1,3,3,4,4,4,4,3,3
5717,0,1,2,3,3,4,5,5,5,5,4
5718,0,1,1,1,1,3,3,4,3,3,2
5719,0,1,3,3,3,3,4,4,4,4,2
5720,0,1,2,3,4,4,4,4,3,4,3
5721,0,1,1,3,3,3,4,3,3,3,2
5722,0,1,2,3,3,4,4,4,4,3,3
5723,0,1,1,3,3,4,4,5,5,5,5
5724,0,1,1,1,2,2,3,1,1,0,1
5725,0,1,1,2,3,3,3,3,4,3,2
5726,0,1,1,2,3,3,3,3,2,1,1
5727,0,1,1,2,2,2,2,2,2,1,0
5728,0,1,2,3,4,4,4,4,3,2,1
5729,0,1,1,2,3,3,4,4,3,1,1
5730,0,1,1,2,1,2,2,2,2,2,1
5731,0,1,1,1,2,2,2,1,1,0,0
5732,0,1,1,3,4,4,5,5,5,4,4
5733,0,1,1,2,3,4,4,3,3,2,2
5734,0,1,1,2,3,3,4,3,3,3,2
5735,0,1,1,2,2,3,3,3,3,2,1
5736,0,1,1,2,3,4,4,4,4,4,4
5737,0,1,1,3,3,3,4,4,3,3,3
5738,0,1,2,3,4,4,4,4,4,4,4
5739,0,1,2,3,4,4,4,4,3,2,3
5740,0,1,2,3,4,4,4,4,3,3,3
5741,0,1,2,2,3,4,4,4,4,3,3
5742,0,1,1,3,4,4,4,4,5,4,4
5743,0,1,1,2,3,3,4,3,2,2,1
5744,0,1,1,3,4,4,4,4,4,4,4
5745,0,1,1,2,2,3,3,3,3,3,2
5746,0,1,1,1,2,3,3,3,3,3,3
5747,0,1,2,3,3,4,4,4,4,3,2
5748,0,1,1,3,2,3,3,3,3,3,2
5749,0,1,1,2,3,3,4,4,3,3,3
5750,0,1,1,2,3,4,3,3,3,2,2
5751,0,1,1,3,3,3,3,3,3,4,4
5752,0,1,1,2,3,4,4,5,5,5,5
5753,0,1,1,3,3,3,4,3,3,2,2
5754,0,1,2,3,3,3,4,4,4,4,3
5755,0,1,1,2,4,3,4,4,4,3,2
5756,0,1,1,2,3,4,4,4,3,3,3
5757,0,1,1,3,3,3,3,3,3,3,3
5758,0,1,1,2,3,4,5,5,4,4,4
5759,0,1,1,3,3,3,3,4,4,4,4
5760,0,1,0,1,2,3,3,3,3,3,3
5761,0,1,1,3,3,3,4,4,4,4,4
5762,0,1,1,2,3,3,3,3,3,3,3
5763,0,1,1,2,3,4,4,4,4,4,3
5764,0,1,2,3,4,4,4,4,5,4,4
5765,0,1,1,2,3,3,3,3,2,1,2
5766,0,1,2,4,4,4,5,5,4,3,3
5767,0,1,2,3,4,5,5,4,4,4,3
5768,0,1,2,3,3,4,3,3,3,3,3
5769,0,1,1,1,2,3,3,3,3,3,3
5770,0,1,2,3,4,4,4,4,4,3,3
5771,0,1,1,2,2,4,4,3,3,3,3
5772,0,1,1,2,3,4,5,5,4,4,4
5773,0,1,1,2,4,4,5,5,4,4,4
5774,0,1,2,3,3,3,4,3,3,2,2
5775,0,1,2,2,3,3,3,3,3,2,2
5776,0,1,1,3,4,4,4,4,4,4,4
5777,0,1,1,2,3,3,3,3,3,3,2
5778,0,1,1,3,3,2,3,3,3,3,3
5779,0,1,1,1,2,2,3,3,3,3,3
5780,0,1,2,3,4,4,4,4,4,4,4
5781,0,1,1,2,3,3,4,4,3,3,3
5782,0,1,1,2,3,3,3,3,2,2,2
5783,0,1,2,3,3,3,4,4,4,3,2
5784,0,1,2,3,4,5,5,4,4,4,4
5785,0,1,2,3,2,2,3,4,4,3,2
5786,0,1,1,2,2,3,4,4,4,4,4
5787,0,1,1,3,4,4,4,4,3,4,3
5788,0,1,1,2,2,2,3,3,3,2,2
5789,0,1,1,2,2,2,3,3,3,3,3
5790,0,1,1,2,2,4,4,4,3,3,3
5791,0,1,1,2,3,3,3,4,3,2,3
5792,0,1,2,2,3,3,3,3,2,1,1
5793,0,1,1,3,4,4,4,4,4,3,3
5794,0,1,2,3,3,3,4,3,4,3,3
5795,0,1,1,3,4,4,4,4,4,4,4
5796,0,1,1,2,3,3,4,3,3,2,1
5797,0,1,2,2,4,4,4,4,4,4,4
5798,0,1,1,2,3,3,3,4,3,3,2
5799,0,1,1,3,3,4,4,4,4,3,3
5800,0,1,1,1,3,3,4,3,2,3,2
5801,0,1,2,3,3,2,3,2,2,2,1
5802,0,1,2,3,3,3,4,4,4,3,3
5803,0,1,1,2,2,2,3,3,3,2,2
5804,0,1,1,2,3,2,3,2,2,2,1
5805,0,1,1,2,3,3,3,3,3,3,3
5806,0,1,1,1,2,2,3,3,2,1,1
5807,0,1,1,2,3,3,3,3,3,3,3
5808,0,1,1,2,3,3,4,4,4,3,3
5809,0,1,1,3,3,4,4,4,3,3,2
5810,0,1,1,2,1,2,3,3,3,2,2
5811,0,1,1,1,2,3,3,2,2,1,1
5812,0,1,1,2,3,3,4,4,4,4,3
5813,0,1,1,1,1,1,1,1,1,0,0
5814,0,1,2,3,4,4,4,4,4,4,3
5815,0,1,1,2,2,3,4,4,4,4,3
5816,0,1,2,2,2,3,3,2,2,2,2
5817,0,1,2,2,2,3,3,3,3,2,2
5818,0,1,1,2,3,3,3,3,3,3,3
5819,0,1,2,3,3,4,5,5,4,4,4
5820,0,1,2,4,4,4,4,4,4,4,3
5821,0,1,2,3,4,4,4,4,3,3,3
5822,0,1,2,3,2,3,4,4,3,4,4
5823,0,1,1,3,3,4,5,4,4,3,3
5824,0,1,1,2,3,4,4,4,3,3,2
5825,0,1,1,2,1,2,4,4,3,3,3
5826,0,1,1,2,1,2,3,3,3,2,2
5827,0,1,1,1,1,0,1,1,1,1,1
5828,0,1,1,2,3,4,4,4,4,4,4
5829,0,1,1,2,3,3,4,3,3,3,3
5830,0,1,2,3,3,3,4,4,3,3,2
5831,0,1,1,3,3,3,4,3,3,3,3
5832,0,1,2,3,3,3,4,3,3,3,3
5833,0,1,1,1,3,3,4,3,3,2,1
5834,0,1,2,3,4,4,4,4,4,3,3
5835,0,1,2,2,4,3,4,4,4,4,4
5836,0,1,1,2,1,2,2,2,1,1,0
5837,0,1,2,3,4,4,5,4,5,4,4
5838,0,1,1,3,4,4,4,4,4,4,4
5839,0,1,1,2,3,3,4,4,4,3,3
5840,0,1,2,3,4,4,4,5,4,3,3
5841,0,1,2,4,4,4,4,4,4,3,2
5842,0,1,1,1,2,2,2,2,2,2,2
5843,0,1,1,1,2,3,3,3,3,2,1
5844,0,1,2,2,3,2,2,2,3,3,2
5845,0,1,2,3,3,4,5,5,4,4,4
5846,0,1,1,3,4,4,4,4,4,3,2
5847,0,1,2,3,4,4,4,4,4,4,4
5848,0,1,1,2,2,2,3,3,3,2,1
5849,0,1,1,1,2,4,4,4,4,3,3
5850,0,1,1,2,2,3,4,4,3,3,3
5851,0,1,2,3,3,4,5,4,4,4,4
5852,0,1,2,3,4,4,4,4,4,3,4
5853,0,1,1,2,3,4,5,4,4,3,2
5854,0,1,2,2,3,3,3,3,2,1,1
5855,0,1,1,1,2,2,3,3,3,2,2
5856,0,1,1,2,3,4,5,5,5,4,4
5857,0,1,2,3,4,4,5,5,5,5,5
5858,0,1,1,2,2,2,3,2,3,2,2
5859,0,1,2,3,4,4,4,4,4,4,4
5860,0,1,1,2,3,4,4,5,5,4,3
5861,0,1,1,3,3,2,3,3,2,2,2
5862,0,1,1,3,3,2,3,3,3,2,2
5863,0,1,2,3,3,3,3,3,3,3,2
5864,0,1,1,3,3,4,4,4,4,4,3
5865,0,1,2,3,3,4,4,4,4,4,4
5866,0,1,1,1,3,3,4,4,4,4,4
5867,0,1,1,1,2,3,3,3,3,3,3
5868,0,1,1,2,3,3,4,3,3,4,4
5869,0,1,2,2,3,3,4,3,2,2,2
5870,0,1,1,2,3,3,4,4,3,2,2
5871,0,1,1,2,3,3,3,3,3,2,1
5872,0,1,2,3,4,3,3,2,2,2,1
5873,0,1,1,2,3,3,2,2,2,2,2
5874,0,1,1,3,3,3,4,4,3,3,2
5875,0,1,1,2,3,3,3,3,3,1,1
5876,0,1,1,2,3,4,5,4,4,4,4
5877,0,1,1,1,2,2,4,4,4,4,4
5878,0,1,2,3,3,4,5,4,4,3,3
5879,0,1,1,2,3,3,3,3,3,3,2
5880,0,1,2,3,4,4,5,5,5,5,4
5881,0,1,1,2,3,3,4,3,3,3,3
5882,0,1,2,3,4,4,4,4,5,4,4
5883,0,1,1,2,2,4,4,4,4,3,2
5884,0,1,1,2,3,3,3,4,4,4,4
5885,0,1,1,2,3,4,5,4,5,4,4
5886,0,1,1,1,2,3,3,3,3,2,2
5887,0,1,2,2,3,4,4,4,3,3,1
5888,0,1,1,3,3,4,4,4,4,4,4
5889,0,1,1,2,2,3,4,3,4,3,2
5890,0,1,1,2,3,4,4,4,4,4,3
5891,0,1,1,2,2,3,4,4,4,4,4
5892,0,1,1,1,3,4,4,4,4,4,4
5893,0,1,1,2,3,3,4,3,3,2,1
5894,0,1,1,2,3,3,3,3,3,1,1
5895,0,1,1,2,2,1,2,3,3,3,2
5896,0,1,1,1,1,2,2,2,2,2,1
5897,0,1,1,1,3,4,4,4,4,4,3
5898,0,1,1,2,3,3,3,4,3,3,3
5899,0,1,0,1,1,3,3,3,2,2,2
5900,0,1,2,3,2,3,3,3,2,1,1
5901,0,1,2,4,4,5,5,5,5,5,5
5902,0,1,1,2,3,3,4,4,3,3,3
5903,0,1,1,2,3,2,3,3,3,3,2
5904,0,1,1,3,3,4,4,4,4,4,4
5905,0,1,3,4,4,4,5,5,5,5,5
5906,0,1,1,2,3,3,4,3,3,2,2
5907,0,1,1,2,2,2,3,3,3,2,2
5908,0,1,2,3,3,3,3,3,3,2,2
5909,0,1,1,3,3,3,3,3,2,1,0
5910,0,1,2,3,3,4,4,4,4,4,4
5911,0,1,2,2,2,3,3,3,3,2,2
5912,0,1,1,2,3,3,3,3,2,1,1
5913,0,1,1,2,3,3,4,3,3,3,3
5914,0,1,1,1,2,3,2,2,1,1,1
5915,0,1,1,1,1,2,3,2,2,3,2
5916,0,1,1,2,3,3,3,3,4,3,2
5917,0,1,2,2,3,3,3,3,3,2,3
5918,0,1,2,3,4,4,4,4,3,3,3
5919,0,1,1,2,2,1,1,1,0,0,1
5920,0,1,1,2,3,3,4,3,3,3,2
5921,0,1,1,1,1,1,1,1,1,1,1
5922,0,1,2,3,4,4,4,4,4,4,3
5923,0,1,1,2,2,3,4,4,3,3,2
5924,0,1,1,2,3,3,3,4,3,2,1
5925,0,1,1,2,3,3,3,3,3,2,2
5926,0,1,1,2,4,4,4,5,5,4,4
5927,0,1,1,2,2,2,3,2,2,2,1
5928,0,1,3,4,4,4,5,5,5,4,4
5929,0,1,1,2,4,4,4,4,4,4,3
5930,0,1,2,2,2,2,2,2,1,1,0
5931,0,1,1,3,3,3,3,3,3,2,2
5932,0,1,1,3,3,4,4,4,3,2,2
5933,0,1,1,2,3,3,4,4,4,4,4
5934,0,1,1,3,4,4,4,4,4,4,4
5935,0,1,1,3,4,4,4,4,4,3,3
5936,0,1,1,2,3,3,4,4,3,2,3
5937,0,1,2,3,4,4,4,4,4,4,4
5938,0,1,1,2,3,3,3,2,3,2,2
5939,0,1,1,1,1,2,1,1,2,0,0
5940,0,1,2,3,3,3,3,3,3,2,2
5941,0,1,2,3,3,3,4,4,3,3,3
5942,0,1,1,2,3,3,3,2,2,2,1
5943,0,1,1,1,2,2,2,1,1,1,1
5944,0,1,1,2,2,3,3,3,4,4,4
5945,0,1,2,3,4,4,4,4,4,4,3
5946,0,1,1,2,3,3,2,2,2,2,1
5947,0,1,1,3,3,3,3,3,3,3,2
5948,0,1,1,2,2,2,3,4,4,4,4
5949,0,1,1,3,3,4,4,4,4,3,3
5950,0,1,2,4,4,4,5,5,5,5,5
5951,0,1,2,3,3,3,4,4,3,3,3
5952,0,1,2,3,4,3,3,3,3,2,1
5953,0,1,2,3,4,4,5,4,4,4,4
5954,0,1,2,2,3,3,4,4,4,3,3
5955,0,1,1,2,3,2,2,2,1,1,1
5956,0,1,2,2,3,4,4,4,4,4,4
5957,0,1,2,3,4,4,4,4,4,4,4
5958,0,1,0,1,2,2,3,2,3,2,1
5959,0,1,1,2,3,4,4,5,5,4,4
5960,0,1,2,3,4,4,5,5,5,4,4
5961,0,1,1,2,3,3,4,4,5,5,5
5962,0,1,1,3,3,3,4,4,4,3,3
